Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,year,Month,Day
7,3,4,1,4,18775.79,3,56327.37,4.19,228,2024,5,16
5,2,8,0,4,11422.0,4,45688.0,2.81,4022,2024,1,21
1,0,6,2,0,2421.54,1,2421.54,1.18,1484,2024,4,18
6,4,3,0,5,9193.07,3,27579.21,2.25,2311,2024,5,11
2,1,2,0,5,4560.62,2,9121.24,4.72,2277,2024,4,3
1,0,6,1,4,3760.74,1,3760.74,4.28,3076,2024,4,25
6,4,3,2,1,15081.36,2,30162.72,1.62,3596,2024,4,1
9,2,1,2,4,8298.65,2,16597.3,1.55,3343,2024,10,22
1,0,6,0,5,3690.79,2,7381.58,3.25,1669,2024,2,28
2,1,2,1,2,5262.95,3,15788.85,4.74,3465,2024,4,18
6,4,3,1,3,15411.89,3,46235.67,1.4,3082,2024,12,18
2,1,2,1,1,4007.45,3,12022.35,3.33,3006,2024,5,24
9,2,1,1,2,5798.86,5,28994.3,1.75,98,2024,2,14
1,0,6,0,0,13485.47,4,53941.88,1.2,3642,2024,1,9
9,2,1,2,0,10738.68,4,42954.72,3.6,4606,2024,11,8
0,3,0,2,5,15763.3,4,63053.2,2.28,2225,2024,12,14
2,1,2,1,3,341.29,3,1023.87,2.6,573,2024,2,4
5,2,8,1,0,8642.56,1,8642.56,3.79,3374,2024,8,8
5,2,8,0,0,13868.23,2,27736.46,3.01,2020,2024,10,20
9,2,1,0,0,17690.98,4,70763.92,4.68,2160,2024,10,30
4,3,7,1,1,18531.75,3,55595.25,2.62,2725,2024,8,6
1,0,6,2,0,7492.7,1,7492.7,3.4,1928,2024,2,7
7,3,4,2,0,11938.0,4,47752.0,1.52,667,2024,5,19
4,3,7,2,2,3175.5,1,3175.5,4.36,4026,2024,8,17
8,2,9,2,3,2502.52,5,12512.6,2.05,3357,2024,8,4
7,3,4,1,0,15688.38,1,15688.38,4.63,2376,2024,7,27
7,3,4,2,4,7118.29,5,35591.45,4.26,1895,2024,12,16
6,4,3,1,1,14404.29,3,43212.87,3.28,4886,2024,8,20
2,1,2,2,1,1094.32,5,5471.6,2.13,4793,2024,3,6
8,2,9,1,2,14454.07,4,57816.28,3.1,1281,2024,7,27
9,2,1,1,3,6006.42,1,6006.42,2.15,1579,2024,6,9
8,2,9,1,3,9433.62,3,28300.86,4.56,4000,2024,9,23
9,2,1,1,0,19574.93,5,97874.65,3.11,3610,2024,4,21
4,3,7,1,0,13254.93,2,26509.86,2.58,4710,2024,4,4
5,2,8,0,1,15395.93,3,46187.79,1.4,2255,2024,11,12
7,3,4,2,3,3501.26,3,10503.78,2.52,2465,2024,7,17
5,2,8,1,3,10376.95,2,20753.9,3.79,2419,2024,9,12
5,2,8,2,4,10093.8,4,40375.2,2.66,531,2024,6,9
8,2,9,2,0,8144.53,4,32578.12,3.61,341,2024,10,3
4,3,7,2,0,11950.11,4,47800.44,2.16,1510,2024,7,27
0,3,0,2,2,11529.66,4,46118.64,1.33,732,2024,11,18
0,3,0,2,4,19790.4,3,59371.2,3.15,3933,2024,3,18
3,1,5,2,0,8072.27,4,32289.08,4.59,3385,2024,7,5
5,2,8,0,2,11054.72,2,22109.44,4.78,3843,2024,6,26
2,1,2,0,3,7776.84,2,15553.68,3.53,957,2024,5,20
3,1,5,1,1,12845.0,4,51380.0,2.25,4211,2024,11,30
2,1,2,2,1,19213.18,2,38426.36,4.56,2966,2024,6,1
2,1,2,1,0,7421.56,4,29686.24,3.91,1354,2024,3,27
1,0,6,1,3,5189.9,3,15569.7,2.92,298,2024,8,23
4,3,7,2,2,2928.96,1,2928.96,4.88,4069,2024,3,30
5,2,8,1,5,15014.96,1,15014.96,2.95,587,2024,4,29
4,3,7,2,5,15970.68,4,63882.72,2.94,939,2024,4,14
8,2,9,2,2,8840.82,1,8840.82,4.89,3290,2024,10,11
9,2,1,1,4,111.72,3,335.16,2.42,2552,2024,5,27
2,1,2,0,1,15788.92,5,78944.6,4.7,1266,2024,3,2
4,3,7,1,5,871.29,4,3485.16,1.17,4332,2024,2,22
8,2,9,2,1,7551.11,1,7551.11,4.4,677,2024,6,6
5,2,8,1,5,17305.48,4,69221.92,2.88,4302,2024,3,6
7,3,4,2,3,11797.68,1,11797.68,1.03,1545,2024,11,24
5,2,8,0,5,16220.68,1,16220.68,3.4,3422,2024,6,8
3,1,5,0,5,9113.65,5,45568.25,1.62,2653,2024,12,1
4,3,7,1,4,7815.22,2,15630.44,3.06,3723,2024,12,10
9,2,1,0,1,12881.56,2,25763.12,1.84,3506,2024,2,4
8,2,9,1,1,1919.16,3,5757.48,2.6,4178,2024,9,30
0,3,0,1,2,9968.47,1,9968.47,3.37,4094,2024,5,23
3,1,5,0,0,5014.06,1,5014.06,3.13,4484,2024,7,7
0,3,0,0,2,19073.21,3,57219.63,1.41,4923,2024,2,16
8,2,9,2,3,3858.51,4,15434.04,4.87,823,2024,6,27
4,3,7,1,4,708.08,3,2124.24,2.43,3689,2024,6,11
2,1,2,1,0,18848.51,3,56545.53,3.02,938,2024,6,4
0,3,0,1,2,4235.58,1,4235.58,1.7,4534,2024,9,28
2,1,2,2,2,1919.17,3,5757.51,1.38,3170,2024,4,5
8,2,9,2,1,5434.0,4,21736.0,4.13,2561,2024,10,7
3,1,5,1,0,13073.68,1,13073.68,2.71,560,2024,12,7
1,0,6,0,5,275.63,4,1102.52,2.93,2534,2024,7,5
5,2,8,0,2,10051.95,5,50259.75,5.0,1955,2024,8,10
9,2,1,2,5,8616.59,4,34466.36,2.64,4387,2024,2,28
3,1,5,0,3,18944.75,4,75779.0,4.78,1404,2024,11,29
3,1,5,0,4,9473.03,4,37892.12,1.21,2874,2024,2,19
4,3,7,2,4,9104.3,5,45521.5,2.75,1347,2024,7,6
1,0,6,0,3,16213.68,3,48641.04,2.6,2805,2024,10,26
8,2,9,2,5,15077.95,5,75389.75,2.23,2852,2024,3,18
4,3,7,0,0,19064.23,2,38128.46,4.73,1448,2024,9,6
9,2,1,1,5,13200.53,3,39601.59,3.6,1312,2024,3,23
4,3,7,1,2,6179.17,5,30895.85,4.11,541,2024,2,10
0,3,0,1,2,6694.74,4,26778.96,2.27,1708,2024,2,15
2,1,2,0,4,12192.7,2,24385.4,4.15,4793,2024,11,14
5,2,8,0,1,3547.73,3,10643.19,2.81,2393,2024,3,13
8,2,9,0,2,3957.86,2,7915.72,4.05,894,2024,3,13
1,0,6,1,1,18496.9,3,55490.7,3.36,1203,2024,5,8
9,2,1,2,3,13248.23,1,13248.23,4.46,1509,2024,4,10
5,2,8,1,3,3518.76,3,10556.28,4.86,2047,2024,3,12
6,4,3,0,2,4465.8,2,8931.6,3.49,3770,2024,11,9
9,2,1,2,0,4424.87,2,8849.74,3.96,1898,2024,6,24
3,1,5,2,4,8034.75,2,16069.5,1.61,3038,2024,6,23
8,2,9,1,5,5271.76,3,15815.28,1.95,4824,2024,8,23
0,3,0,2,0,14827.61,4,59310.44,3.28,1538,2024,6,26
4,3,7,1,5,11556.67,4,46226.68,2.42,4846,2024,7,13
1,0,6,2,5,8728.69,2,17457.38,1.87,900,2024,8,3
1,0,6,2,0,14353.69,2,28707.38,3.5,4156,2024,2,17
1,0,6,0,3,1745.66,4,6982.64,1.77,1544,2024,6,8
9,2,1,1,2,3514.98,4,14059.92,4.4,3590,2024,5,29
7,3,4,0,4,1229.05,3,3687.15,3.56,2214,2024,8,14
8,2,9,0,0,17406.86,2,34813.72,3.24,921,2024,4,3
3,1,5,2,2,1373.88,5,6869.4,4.81,2788,2024,12,14
7,3,4,2,0,15699.12,4,62796.48,1.02,1881,2024,3,29
0,3,0,2,3,13232.24,2,26464.48,1.77,793,2024,7,20
3,1,5,0,1,14416.01,2,28832.02,1.06,3406,2024,5,12
1,0,6,2,0,7451.12,4,29804.48,1.89,2664,2024,9,26
5,2,8,1,3,13366.29,2,26732.58,3.39,1756,2024,12,16
6,4,3,0,4,14660.41,3,43981.23,1.22,4301,2024,3,4
9,2,1,2,1,13088.05,5,65440.25,4.13,1148,2024,2,26
0,3,0,0,4,2596.01,3,7788.03,2.44,2009,2024,5,10
5,2,8,1,0,3750.71,3,11252.13,4.74,2544,2024,3,21
6,4,3,1,4,2506.39,3,7519.17,1.37,495,2024,4,10
9,2,1,2,4,5131.4,1,5131.4,3.74,1640,2024,7,12
4,3,7,2,5,6954.11,4,27816.44,4.83,3295,2024,1,28
5,2,8,1,1,13219.08,1,13219.08,3.91,1396,2024,7,14
9,2,1,0,0,12100.51,2,24201.02,4.63,3448,2024,1,6
3,1,5,2,5,9727.65,5,48638.25,4.7,3846,2024,2,15
9,2,1,0,0,10457.86,3,31373.58,1.07,2962,2024,2,21
6,4,3,2,4,9591.86,3,28775.58,4.22,500,2024,3,22
9,2,1,0,2,11049.64,3,33148.92,2.48,3954,2024,4,16
2,1,2,0,3,18191.97,1,18191.97,1.47,542,2024,7,5
8,2,9,2,4,5879.14,5,29395.7,4.04,1926,2024,10,27
8,2,9,0,3,19238.74,1,19238.74,2.17,3120,2024,6,14
6,4,3,2,4,17438.27,5,87191.35,4.29,3863,2024,7,31
9,2,1,1,1,7165.44,2,14330.88,4.72,904,2024,3,22
7,3,4,1,2,4905.23,3,14715.69,3.64,2622,2024,9,12
7,3,4,2,0,14476.69,3,43430.07,2.74,752,2024,3,5
7,3,4,0,5,14132.14,2,28264.28,3.89,145,2024,2,17
7,3,4,0,4,1613.34,1,1613.34,3.49,1006,2024,8,29
6,4,3,1,2,19650.61,2,39301.22,1.73,4814,2024,4,3
3,1,5,2,1,10802.71,1,10802.71,4.48,183,2024,5,5
9,2,1,2,1,3581.11,2,7162.22,1.52,1826,2024,5,12
0,3,0,0,5,12711.67,4,50846.68,3.3,2434,2024,9,26
8,2,9,2,4,5480.89,4,21923.56,1.12,1668,2024,12,6
0,3,0,0,3,7290.62,5,36453.1,4.03,1577,2024,6,16
4,3,7,0,2,3293.73,3,9881.19,3.26,2888,2024,3,27
0,3,0,1,5,7083.18,4,28332.72,3.24,3866,2024,10,7
2,1,2,1,2,11914.72,1,11914.72,4.97,3771,2024,8,8
7,3,4,0,3,1070.32,4,4281.28,1.49,2452,2024,3,27
4,3,7,1,2,1745.83,4,6983.32,1.21,3007,2024,7,14
2,1,2,0,3,2244.82,4,8979.28,1.45,3183,2024,11,5
0,3,0,1,1,19655.33,5,98276.65,1.4,3708,2024,6,17
3,1,5,0,4,14938.06,1,14938.06,3.63,3922,2024,5,8
1,0,6,0,3,12885.01,5,64425.05,1.51,1218,2024,6,6
4,3,7,2,2,18916.12,1,18916.12,1.36,891,2024,4,21
7,3,4,1,5,10791.91,2,21583.82,4.88,2593,2024,2,15
5,2,8,1,5,4552.18,5,22760.9,4.69,2416,2024,6,11
6,4,3,0,0,17951.13,1,17951.13,1.23,1737,2024,7,28
1,0,6,2,5,15459.7,3,46379.1,2.72,887,2024,1,16
0,3,0,1,3,5575.35,4,22301.4,2.33,4256,2024,4,14
7,3,4,1,0,1311.47,5,6557.35,1.36,2158,2024,3,11
6,4,3,1,5,12855.93,3,38567.79,3.44,4941,2024,11,7
7,3,4,2,4,3010.22,3,9030.66,1.09,4304,2024,3,8
0,3,0,2,5,12325.01,2,24650.02,2.04,4597,2024,10,1
2,1,2,0,2,16486.33,4,65945.32,1.46,968,2024,4,13
5,2,8,0,3,3791.84,2,7583.68,3.22,671,2024,4,7
3,1,5,0,5,16029.96,2,32059.92,1.14,2674,2024,9,3
4,3,7,0,1,5142.8,4,20571.2,1.94,468,2024,6,25
2,1,2,1,1,13843.28,1,13843.28,4.42,2930,2024,9,11
0,3,0,0,0,5894.93,3,17684.79,2.03,4238,2024,5,19
6,4,3,1,4,13326.95,4,53307.8,2.47,4628,2024,7,22
9,2,1,0,3,3844.91,4,15379.64,3.77,2698,2024,8,11
8,2,9,2,2,12337.49,4,49349.96,1.5,3965,2024,7,25
1,0,6,0,0,17847.6,5,89238.0,1.26,3712,2024,6,10
5,2,8,0,4,15348.02,2,30696.04,1.45,2613,2024,4,11
5,2,8,0,2,7168.05,1,7168.05,1.49,4234,2024,3,26
2,1,2,2,0,7849.2,1,7849.2,3.3,590,2024,9,4
9,2,1,2,5,5430.64,5,27153.2,3.46,4701,2024,3,18
8,2,9,2,1,9365.43,5,46827.15,2.4,1623,2024,7,27
0,3,0,1,5,14365.85,3,43097.55,2.48,1800,2024,11,8
8,2,9,2,2,905.08,5,4525.4,1.63,1552,2024,7,26
8,2,9,0,0,575.96,3,1727.88,3.52,3241,2024,8,22
1,0,6,1,4,626.26,3,1878.78,4.81,2014,2024,6,1
7,3,4,0,0,2728.31,2,5456.62,2.13,2606,2024,3,6
6,4,3,0,1,1389.21,1,1389.21,2.11,4372,2024,1,6
9,2,1,0,4,12100.08,2,24200.16,2.8,3734,2024,1,7
5,2,8,1,2,9031.4,5,45157.0,2.06,2120,2024,6,1
7,3,4,2,5,17756.5,5,88782.5,4.11,1772,2024,1,8
2,1,2,0,1,3719.15,1,3719.15,2.13,3865,2024,11,1
7,3,4,2,3,18942.34,3,56827.02,4.7,3973,2024,7,6
1,0,6,0,5,7541.39,1,7541.39,2.17,1104,2024,12,19
2,1,2,0,0,5933.31,3,17799.93,3.36,2795,2024,8,14
7,3,4,0,5,7149.58,4,28598.32,2.36,1374,2024,2,4
5,2,8,0,0,5647.18,5,28235.9,4.58,4044,2024,5,12
4,3,7,1,0,1236.59,5,6182.95,2.18,2316,2024,9,28
4,3,7,1,1,933.49,2,1866.98,4.23,3723,2024,1,8
7,3,4,0,0,15000.76,1,15000.76,2.91,3856,2024,6,20
5,2,8,2,5,4777.44,4,19109.76,3.31,3490,2024,2,11
3,1,5,1,2,14545.8,3,43637.4,4.92,4368,2024,8,28
8,2,9,2,1,14439.04,4,57756.16,4.61,3119,2024,3,6
1,0,6,1,1,10506.17,5,52530.85,3.72,2228,2024,12,10
2,1,2,0,0,12419.19,1,12419.19,2.97,3888,2024,6,30
2,1,2,1,1,9920.73,1,9920.73,2.22,4577,2024,5,4
2,1,2,1,5,9000.43,2,18000.86,2.27,3017,2024,3,31
3,1,5,0,4,4703.72,3,14111.16,4.32,3327,2024,10,27
5,2,8,2,1,8418.51,4,33674.04,1.96,83,2024,12,11
2,1,2,0,0,19499.79,1,19499.79,2.14,3547,2024,7,14
6,4,3,2,0,5295.86,3,15887.58,2.62,1682,2024,7,13
4,3,7,2,1,19784.0,5,98920.0,1.44,1489,2024,9,21
1,0,6,0,0,3813.23,2,7626.46,1.84,1148,2024,11,13
5,2,8,2,5,14457.48,1,14457.48,2.58,3572,2024,5,27
4,3,7,1,3,16041.12,2,32082.24,1.1,2438,2024,1,13
2,1,2,1,2,8846.87,3,26540.61,2.65,3985,2024,7,27
5,2,8,0,3,17863.46,3,53590.38,3.46,2657,2024,5,9
9,2,1,1,2,11300.09,4,45200.36,2.82,1796,2024,7,18
8,2,9,2,1,884.9,2,1769.8,1.2,4870,2024,1,17
7,3,4,1,5,14284.91,2,28569.82,2.75,1610,2024,3,4
4,3,7,1,2,11307.54,3,33922.62,4.9,3938,2024,1,30
5,2,8,1,5,12282.94,5,61414.7,3.43,989,2024,7,25
6,4,3,1,2,574.8,1,574.8,3.32,1626,2024,5,31
5,2,8,0,5,9032.81,2,18065.62,2.12,25,2024,12,7
2,1,2,2,5,1959.95,3,5879.85,3.59,1462,2024,12,2
5,2,8,1,1,118.9,1,118.9,3.09,3186,2024,10,17
6,4,3,2,2,359.05,2,718.1,2.92,616,2024,12,20
5,2,8,1,2,3245.64,4,12982.56,1.09,411,2024,2,27
3,1,5,0,0,12093.85,3,36281.55,1.2,786,2024,3,28
0,3,0,1,0,15641.79,4,62567.16,1.56,2601,2024,4,6
7,3,4,1,4,14753.32,3,44259.96,4.36,1660,2024,6,17
1,0,6,1,5,17141.86,1,17141.86,4.79,4321,2024,7,26
3,1,5,1,0,1317.13,3,3951.39,4.4,3925,2024,12,19
8,2,9,2,5,11423.02,1,11423.02,4.87,2737,2024,3,13
4,3,7,2,4,6090.31,3,18270.93,2.94,4040,2024,11,8
8,2,9,0,2,19762.69,3,59288.07,3.63,2055,2024,11,24
8,2,9,0,4,4812.86,4,19251.44,3.63,182,2024,4,10
3,1,5,0,1,5995.9,4,23983.6,1.55,277,2024,11,12
2,1,2,0,2,19759.36,2,39518.72,2.71,1271,2024,10,31
4,3,7,2,2,4500.42,2,9000.84,4.07,4329,2024,3,12
1,0,6,0,1,3938.04,5,19690.2,2.23,640,2024,10,23
9,2,1,0,0,11602.1,5,58010.5,2.12,4974,2024,8,22
3,1,5,0,1,10987.87,2,21975.74,3.9,4876,2024,6,22
7,3,4,0,5,16194.91,2,32389.82,3.86,1512,2024,5,14
2,1,2,0,4,19034.82,4,76139.28,1.46,263,2024,6,16
5,2,8,2,5,5263.91,3,15791.73,4.37,1950,2024,3,29
1,0,6,1,1,9975.72,4,39902.88,3.76,1153,2024,5,13
4,3,7,2,4,3930.21,4,15720.84,1.99,3107,2024,9,22
4,3,7,0,2,18426.93,2,36853.86,4.26,1871,2024,6,11
2,1,2,0,1,12642.07,3,37926.21,4.72,1224,2024,1,29
2,1,2,0,3,18935.37,4,75741.48,3.93,1230,2024,10,25
1,0,6,2,1,19190.74,5,95953.7,2.01,1379,2024,1,30
0,3,0,1,5,5867.71,2,11735.42,4.01,3366,2024,10,6
6,4,3,2,1,223.14,2,446.28,3.17,4843,2024,6,8
6,4,3,0,3,4672.05,1,4672.05,2.17,4157,2024,1,25
8,2,9,2,5,5234.47,5,26172.35,2.88,3569,2024,7,31
8,2,9,1,2,13565.69,4,54262.76,1.04,4281,2024,7,7
9,2,1,2,4,12548.11,3,37644.33,1.96,107,2024,11,25
2,1,2,2,3,17961.48,2,35922.96,1.85,3077,2024,5,26
6,4,3,1,3,1891.31,3,5673.93,3.32,3392,2024,9,21
5,2,8,1,0,914.51,5,4572.55,3.09,1345,2024,1,2
3,1,5,2,3,19774.65,1,19774.65,2.32,1793,2024,5,13
2,1,2,2,3,7000.6,4,28002.4,4.78,1800,2024,5,23
5,2,8,1,1,2738.45,1,2738.45,2.63,183,2024,5,2
8,2,9,2,1,1813.38,4,7253.52,4.21,1999,2024,12,2
3,1,5,2,5,8671.18,2,17342.36,4.69,1910,2024,2,22
4,3,7,0,0,10973.98,1,10973.98,3.95,1916,2024,11,28
2,1,2,0,2,2622.26,2,5244.52,1.2,1687,2024,7,7
2,1,2,2,2,264.65,5,1323.25,1.88,2574,2024,12,15
7,3,4,2,4,17327.35,5,86636.75,4.41,2074,2024,11,22
5,2,8,2,5,6423.27,3,19269.81,2.7,2959,2024,4,20
6,4,3,0,1,13875.17,5,69375.85,4.97,1972,2024,12,12
6,4,3,0,2,10795.21,2,21590.42,3.52,3760,2024,10,3
0,3,0,0,1,6317.12,3,18951.36,4.16,2578,2024,10,11
1,0,6,2,0,4852.4,3,14557.2,2.12,2456,2024,1,18
4,3,7,1,1,15149.1,3,45447.3,2.89,2265,2024,7,15
1,0,6,0,1,3664.96,5,18324.8,2.65,828,2024,11,17
8,2,9,2,2,15455.73,5,77278.65,3.31,4152,2024,8,8
9,2,1,1,5,12630.5,4,50522.0,4.5,3307,2024,8,22
0,3,0,1,2,11281.57,5,56407.85,4.15,1721,2024,3,27
4,3,7,1,5,19780.14,5,98900.7,4.08,3512,2024,5,1
2,1,2,1,0,17140.38,1,17140.38,3.78,2235,2024,9,5
3,1,5,0,3,9431.43,1,9431.43,4.38,112,2024,5,3
1,0,6,2,1,652.44,1,652.44,3.62,1088,2024,8,21
1,0,6,1,1,8832.38,3,26497.14,4.31,966,2024,5,16
0,3,0,0,3,19553.42,1,19553.42,3.11,4919,2024,8,8
4,3,7,1,1,6233.59,5,31167.95,1.44,1872,2024,7,26
3,1,5,2,1,14302.62,3,42907.86,3.0,3779,2024,3,24
9,2,1,1,0,10308.15,1,10308.15,1.72,4501,2024,4,9
1,0,6,2,3,4781.67,1,4781.67,1.7,3563,2024,10,12
8,2,9,0,0,2147.71,3,6443.13,1.88,4235,2024,6,22
5,2,8,0,0,9912.38,2,19824.76,4.83,3822,2024,7,26
9,2,1,0,2,11022.1,1,11022.1,3.33,4190,2024,4,26
4,3,7,2,4,6548.89,5,32744.45,2.44,1290,2024,4,2
7,3,4,0,0,8121.67,1,8121.67,2.14,3422,2024,7,12
7,3,4,1,4,2808.22,5,14041.1,3.41,2533,2024,10,21
6,4,3,1,0,2792.07,2,5584.14,2.99,4121,2024,11,9
9,2,1,0,5,6880.64,5,34403.2,4.22,2742,2024,10,15
2,1,2,2,0,13244.68,1,13244.68,2.24,3773,2024,8,8
8,2,9,0,4,11448.27,1,11448.27,2.19,2913,2024,1,10
3,1,5,0,4,1930.72,2,3861.44,3.96,2603,2024,9,28
3,1,5,1,0,9392.06,2,18784.12,4.84,2458,2024,1,4
5,2,8,1,0,2496.63,3,7489.89,3.85,3852,2024,1,22
8,2,9,2,0,14701.6,4,58806.4,2.4,2329,2024,8,11
8,2,9,2,1,3371.69,3,10115.07,2.25,1845,2024,4,9
2,1,2,1,2,6020.47,5,30102.35,2.49,3911,2024,6,4
2,1,2,0,1,7864.85,5,39324.25,2.15,1227,2024,3,19
1,0,6,0,5,11715.05,4,46860.2,2.62,108,2024,1,31
9,2,1,2,1,4571.17,5,22855.85,4.73,1371,2024,5,10
3,1,5,2,3,5949.11,5,29745.55,3.12,410,2024,12,21
2,1,2,2,2,5144.16,2,10288.32,3.02,1269,2024,1,21
6,4,3,1,2,3258.3,5,16291.5,2.33,1234,2024,1,13
1,0,6,2,3,14908.23,3,44724.69,4.22,138,2024,2,29
1,0,6,0,3,5383.24,3,16149.72,3.62,4464,2024,5,18
7,3,4,0,1,18518.54,1,18518.54,1.34,4166,2024,7,14
1,0,6,1,0,17149.0,3,51447.0,4.48,2533,2024,11,26
1,0,6,1,5,12664.79,2,25329.58,4.99,2033,2024,10,25
1,0,6,2,3,3497.58,1,3497.58,3.27,2818,2024,6,2
5,2,8,0,5,1755.83,1,1755.83,3.28,3088,2024,10,20
9,2,1,0,1,15141.13,4,60564.52,2.64,1144,2024,6,9
7,3,4,2,3,19830.77,3,59492.31,2.96,1307,2024,10,25
4,3,7,2,1,17798.41,5,88992.05,3.29,4713,2024,7,2
4,3,7,0,3,1609.89,4,6439.56,3.14,1524,2024,10,7
1,0,6,2,3,16111.35,1,16111.35,4.17,3103,2024,4,24
3,1,5,0,4,10486.53,1,10486.53,1.92,701,2024,3,6
3,1,5,0,4,2955.99,3,8867.97,3.79,110,2024,1,11
0,3,0,2,4,12988.32,2,25976.64,2.19,4839,2024,5,13
2,1,2,2,2,2311.89,2,4623.78,1.9,1862,2024,1,9
6,4,3,0,3,12136.97,5,60684.85,1.61,2101,2024,8,15
6,4,3,1,5,14263.71,3,42791.13,3.49,3196,2024,6,28
0,3,0,1,4,1685.01,5,8425.05,2.89,4287,2024,11,2
4,3,7,0,3,19116.68,1,19116.68,1.3,2112,2024,5,16
5,2,8,2,2,13459.39,2,26918.78,2.17,381,2024,8,31
0,3,0,0,2,16252.58,4,65010.32,2.83,2703,2024,11,2
6,4,3,2,2,12856.36,4,51425.44,3.08,3950,2024,9,23
0,3,0,2,1,13725.53,5,68627.65,4.19,420,2024,11,2
9,2,1,2,0,9034.53,1,9034.53,1.83,178,2024,10,13
5,2,8,1,0,1031.52,4,4126.08,3.26,3512,2024,4,12
1,0,6,0,3,11227.92,2,22455.84,1.78,3090,2024,9,22
1,0,6,0,3,8294.45,1,8294.45,4.58,4143,2024,9,2
9,2,1,2,1,7126.2,2,14252.4,1.12,3913,2024,1,2
6,4,3,1,4,10619.93,2,21239.86,4.79,1299,2024,8,24
2,1,2,2,4,18058.24,1,18058.24,1.55,3962,2024,9,18
2,1,2,1,3,12321.44,5,61607.2,1.37,3773,2024,5,21
7,3,4,1,0,15916.65,5,79583.25,3.45,2923,2024,12,20
4,3,7,0,2,8100.92,5,40504.6,4.87,4292,2024,3,10
2,1,2,0,0,5427.9,4,21711.6,1.96,3104,2024,11,15
6,4,3,1,3,15666.91,4,62667.64,1.12,3265,2024,12,2
6,4,3,1,1,4517.53,5,22587.65,4.12,2442,2024,12,11
3,1,5,0,1,4563.76,5,22818.8,4.26,3074,2024,7,18
8,2,9,0,3,18754.23,4,75016.92,4.31,4944,2024,8,10
8,2,9,2,4,19486.52,3,58459.56,2.39,3508,2024,11,16
4,3,7,2,5,10847.07,1,10847.07,1.7,2189,2024,12,6
6,4,3,0,4,8482.04,4,33928.16,4.59,552,2024,11,17
6,4,3,0,4,2045.1,3,6135.3,4.08,4611,2024,6,9
4,3,7,0,2,18621.98,3,55865.94,4.56,2424,2024,12,22
9,2,1,0,1,6076.3,5,30381.5,1.91,2433,2024,3,13
0,3,0,1,2,18172.52,4,72690.08,2.89,2921,2024,3,19
3,1,5,2,4,19265.82,5,96329.1,2.6,4739,2024,7,2
6,4,3,1,5,5898.32,5,29491.6,1.78,2875,2024,5,6
4,3,7,1,2,12808.98,2,25617.96,1.92,1104,2024,12,13
6,4,3,1,1,14020.27,3,42060.81,4.45,4388,2024,9,24
0,3,0,2,3,9626.07,5,48130.35,1.36,2640,2024,5,15
2,1,2,1,2,17192.22,3,51576.66,3.3,4817,2024,12,2
1,0,6,1,1,19109.05,2,38218.1,1.94,974,2024,11,4
7,3,4,1,5,16832.73,5,84163.65,1.86,1948,2024,7,24
9,2,1,0,2,16120.45,2,32240.9,2.35,243,2024,6,22
6,4,3,1,1,8031.03,4,32124.12,3.09,4128,2024,10,6
6,4,3,0,2,3374.81,1,3374.81,3.25,2016,2024,10,16
5,2,8,2,0,6330.61,2,12661.22,1.76,2991,2024,7,25
7,3,4,1,2,9012.1,4,36048.4,3.1,891,2024,3,23
3,1,5,2,5,15696.68,1,15696.68,1.19,2663,2024,4,28
5,2,8,2,0,16398.02,4,65592.08,3.08,299,2024,9,3
3,1,5,0,4,18506.04,2,37012.08,2.31,4899,2024,8,28
2,1,2,0,4,14682.21,1,14682.21,1.35,107,2024,6,11
6,4,3,0,0,15236.4,3,45709.2,3.66,609,2024,11,12
8,2,9,0,2,978.44,2,1956.88,2.42,123,2024,2,6
8,2,9,2,5,5356.62,1,5356.62,1.99,2909,2024,8,7
7,3,4,2,1,4732.16,2,9464.32,1.55,1054,2024,3,30
4,3,7,2,4,17928.88,2,35857.76,2.27,613,2024,6,13
8,2,9,1,1,10976.73,1,10976.73,4.7,3808,2024,2,23
9,2,1,2,4,1694.0,2,3388.0,4.9,4192,2024,11,2
9,2,1,1,5,12155.84,5,60779.2,4.01,145,2024,11,10
0,3,0,2,2,9273.88,4,37095.52,2.79,57,2024,5,23
6,4,3,1,2,12764.43,1,12764.43,3.29,1629,2024,7,14
3,1,5,2,3,16928.02,5,84640.1,3.38,2,2024,9,25
0,3,0,1,5,11807.17,1,11807.17,2.43,4609,2024,4,30
0,3,0,0,3,465.32,1,465.32,3.21,2240,2024,8,20
5,2,8,1,2,11954.51,5,59772.55,2.95,1139,2024,6,5
7,3,4,0,3,8831.46,2,17662.92,2.28,2055,2024,9,26
7,3,4,1,5,14241.88,2,28483.76,2.56,3358,2024,8,9
7,3,4,2,3,14156.54,2,28313.08,3.68,4929,2024,10,12
3,1,5,0,5,3037.63,3,9112.89,1.7,1155,2024,1,16
3,1,5,2,1,16418.59,5,82092.95,1.54,4151,2024,11,30
1,0,6,1,4,18848.45,2,37696.9,3.44,1921,2024,9,25
9,2,1,2,2,8550.85,4,34203.4,3.11,4373,2024,2,7
5,2,8,1,5,8725.9,3,26177.7,3.0,4906,2024,1,31
9,2,1,0,4,545.37,4,2181.48,2.2,3479,2024,7,20
2,1,2,2,5,10341.9,3,31025.7,3.64,199,2024,8,18
0,3,0,2,1,1282.68,2,2565.36,1.26,4284,2024,8,17
